L 468.3904, 2468.8118, -21.5292,  475.3216, 2461.4092, -21.5292,  0, 0, 0
L 451.1252, 2487.2410, -21.5084,  459.0288, 2478.8052, -21.5097,  0, 0, 0
L 449.7843, 2488.6733, -21.5084,  451.1252, 2487.2410, -21.5084,  0, 0, 0
L 448.7825, 2490.2629, -21.5124,  449.7843, 2488.6733, -21.5084,  0, 0, 0
L 443.5686, 2507.3879, -21.5135,  448.7825, 2490.2629, -21.5124,  0, 0, 0
L 626.8187, 2699.8955, -21.5292,  692.6797, 2711.2588, -21.5292,  240, 0, 0
L 440.8621, 80.3755, -8.7730,  441.8977, 81.0565, -8.7869,  240, 127, 0
L 434.8980, 72.6449, -8.7376,  440.8621, 80.3755, -8.7730,  240, 127, 0
L 433.8370, 71.2816, -8.7439,  434.8980, 72.6449, -8.7376,  240, 127, 0
L 433.8877, 69.2980, -8.6797,  433.8370, 71.2816, -8.7439,  240, 127, 0
L 434.3698, 65.7952, -8.5838,  433.8877, 69.2980, -8.6797,  240, 127, 0
L 434.6122, 64.0254, -8.5387,  434.3698, 65.7952, -8.5838,  240, 127, 0
L 435.0833, 60.5905, -8.4452,  434.6122, 64.0254, -8.5387,  240, 127, 0
L 435.3496, 58.6197, -8.4140,  435.0833, 60.5905, -8.4452,  240, 127, 0
L 443.5823, 52.4150, -8.0658,  435.3496, 58.6197, -8.4140,  240, 127, 0
L 445.0799, 51.2813, -8.0082,  443.5823, 52.4150, -8.0658,  240, 127, 0
L 455.5434, 52.5529, -7.7762,  445.0799, 51.2813, -8.0082,  240, 127, 0
L 457.2561, 52.7736, -7.7632,  455.5434, 52.5529, -7.7762,  240, 127, 0
L 462.9604, 59.9201, -7.7814,  457.2561, 52.7736, -7.7632,  240, 127, 0
L 464.0631, 61.3424, -7.7845,  462.9604, 59.9201, -7.7814,  240, 127, 0
L 464.9142, 62.9702, -7.8209,  464.0631, 61.3424, -7.7845,  240, 127, 0
L 464.4164, 67.1826, -7.9310,  464.9142, 62.9702, -7.8209,  240, 127, 0
L 464.2128, 68.8979, -7.9718,  464.4164, 67.1826, -7.9310,  240, 127, 0
L 463.7357, 72.9884, -8.0880,  464.2128, 68.8979, -7.9718,  240, 127, 0
L 463.4659, 74.7919, -8.1271,  463.7357, 72.9884, -8.0880,  240, 127, 0
L 453.7902, 82.4774, -8.5493,  463.4659, 74.7919, -8.1271,  240, 127, 0
L 453.8387, 82.4426, -8.5571,  451.3506, 82.2176, -8.5884,  240, 127, 0
L 441.3163, 80.9809, -8.7951,  443.3968, 81.2702, -8.7563,  240, 127, 0
L 507.1070, 122.6091, -8.3574,  508.2245, 123.6245, -8.3774,  240, 127, 0
L 506.8068, 120.6364, -8.3014,  507.1070, 122.6091, -8.3574,  240, 127, 0
L 506.3145, 112.3089, -8.1042,  506.8068, 120.6364, -8.3014,  240, 127, 0
L 506.2007, 110.4248, -8.0637,  506.3145, 112.3089, -8.1042,  240, 127, 0
L 512.6038, 102.8501, -7.8758,  506.2007, 110.4248, -8.0637,  240, 127, 0
L 513.9241, 101.3510, -7.8496,  512.6038, 102.8501, -7.8758,  240, 127, 0
L 523.4158, 100.3011, -7.8197,  513.9241, 101.3510, -7.8496,  240, 127, 0
L 525.2237, 100.1774, -7.8212,  523.4158, 100.3011, -7.8197,  240, 127, 0
L 527.0271, 100.5329, -7.8166,  525.2237, 100.1774, -7.8212,  240, 127, 0
L 534.2806, 106.7902, -7.9704,  527.0271, 100.5329, -7.8166,  240, 127, 0
L 535.5184, 107.8209, -8.0711,  534.2806, 106.7902, -7.9704,  240, 127, 0
L 536.0001, 110.6876, -8.0649,  535.5184, 107.8209, -8.0711,  240, 127, 0
L 536.1293, 112.4103, -8.0979,  536.0001, 110.6876, -8.0649,  240, 127, 0
L 536.6216, 118.7470, -8.2624,  536.1293, 112.4103, -8.0979,  240, 127, 0
L 536.6625, 120.4816, -8.2742,  536.6216, 118.7470, -8.2624,  240, 127, 0
L 529.7094, 128.5646, -8.4836,  536.6625, 120.4816, -8.2742,  240, 127, 0
L 528.6375, 129.8100, -8.5200,  529.7094, 128.5646, -8.4836,  240, 127, 0
L 516.2204, 130.6224, -8.4707,  528.6375, 129.8100, -8.5200,  240, 127, 0
L 516.1777, 130.5818, -8.4653,  514.8986, 129.4672, -8.4410,  240, 127, 0
L 564.8939, 190.0477, -9.0713,  564.4599, 186.6013, -8.7483,  240, 127, 0
L 566.8986, 178.3574, -9.0259,  566.5573, 180.1394, -9.0353,  240, 127, 0
L 574.4269, 172.7106, -9.0162,  566.8986, 178.3574, -9.0259,  240, 127, 0
L 575.9556, 171.6269, -9.0089,  574.4269, 172.7106, -9.0162,  240, 127, 0
L 577.5092, 170.8860, -9.0124,  575.9556, 171.6269, -9.0089,  240, 127, 0
L 587.8519, 172.6424, -9.0097,  577.5092, 170.8860, -9.0124,  240, 127, 0
L 589.3677, 172.9019, -9.0296,  587.8519, 172.6424, -9.0097,  240, 127, 0
L 594.6193, 180.3096, -9.0325,  589.3677, 172.9019, -9.0296,  240, 127, 0
L 595.6915, 181.8251, -9.0262,  594.6193, 180.3096, -9.0325,  240, 127, 0
L 596.1687, 185.1961, -9.0185,  595.6915, 181.8251, -9.0262,  240, 127, 0
L 595.9376, 186.5586, -9.0203,  596.1687, 185.1961, -9.0185,  240, 127, 0
L 595.4731, 189.2734, -9.0124,  595.9376, 186.5586, -9.0203,  240, 127, 0
L 595.2437, 190.6196, -9.0109,  595.4731, 189.2734, -9.0124,  240, 127, 0
L 594.8174, 193.1478, -9.0196,  595.2437, 190.6196, -9.0109,  240, 127, 0
L 594.5179, 194.9454, -9.0233,  594.8174, 193.1478, -9.0196,  240, 127, 0
L 587.2368, 200.4063, -9.0317,  594.5179, 194.9454, -9.0233,  240, 127, 0
L 585.7521, 201.4478, -9.0039,  587.2368, 200.4063, -9.0317,  240, 127, 0
L 584.1770, 202.4450, -9.0225,  585.7521, 201.4478, -9.0039,  240, 127, 0
L 574.1378, 200.7384, -9.0193,  584.1770, 202.4450, -9.0225,  240, 127, 0
L 572.3191, 200.4344, -9.0293,  574.1378, 200.7384, -9.0193,  240, 127, 0
L 567.0830, 193.3595, -9.0285,  572.3191, 200.4344, -9.0293,  240, 127, 0
L 566.0006, 191.8412, -9.0343,  567.0830, 193.3595, -9.0285,  240, 127, 0
L 565.0138, 190.0255, -8.7498,  566.0006, 191.8412, -9.0343,  240, 127, 0
L 93.7725, 958.6838, -19.7588,  84.9110, 949.1643, -19.6784,  127, 127, 127
L 84.1783, 967.4959, -11.9355,  93.7725, 958.6838, -14.6136,  127, 127, 127
L 1.7748, 1066.2216, -19.6782,  1.6766, 1068.9453, -19.7592,  127, 127, 127
L 1.8395, 1064.4645, -19.6782,  1.7748, 1066.2216, -19.6782,  127, 127, 127
L 2.3324, 1051.0829, -19.6785,  1.8395, 1064.4645, -19.6782,  127, 127, 127
L 2.3970, 1049.3264, -19.6786,  2.3324, 1051.0829, -19.6785,  127, 127, 127
L 2.8956, 1035.7894, -19.6789,  2.3970, 1049.3264, -19.6786,  127, 127, 127
L 2.9607, 1034.0244, -19.6789,  2.8956, 1035.7894, -19.6789,  127, 127, 127
L 3.4596, 1020.4769, -19.6792,  2.9607, 1034.0244, -19.6789,  127, 127, 127
L 3.5239, 1018.7269, -19.6793,  3.4596, 1020.4769, -19.6792,  127, 127, 127
L 4.0153, 1005.3875, -19.6796,  3.5239, 1018.7269, -19.6793,  127, 127, 127
L 4.0803, 1003.6210, -19.6796,  4.0153, 1005.3875, -19.6796,  127, 127, 127
L 4.5714, 990.2900, -19.6799,  4.0803, 1003.6210, -19.6796,  127, 127, 127
